Unnamed: 0,image_filename,caption,label,confidence
418,102351840.jpg,A person standing on a frozen lake .,lake,0.8383398652076721
421,1024138940.jpg,Two different breeds of brown and white dogs play on the beach .,beach,0.686836838722229
422,1024138940.jpg,Two dogs are making a turn on a soft sand beach .,sand,0.4960750341415405
423,1024138940.jpg,Two large tan dogs play along a sandy beach .,beach,0.5129943490028381
424,1024138940.jpg,Two dogs playing in the sand at the beach .,beach,0.709992527961731
425,1024138940.jpg,Two dogs playing together on a beach .,beach,0.7870917916297913
436,102520526.jpg,A man in black attire shovels snow into the street  disregarding all public safety .,snow,0.5839659571647644
437,102520526.jpg,Man in black jacket gray snow cap  shovels snow near a street with cars .,snow,0.5579183101654053
447,102617084.jpg,Five people wearing winter jackets and helmets stand in the snow  with snowmobiles in the background .,snow,0.6252106428146362
448,102617084.jpg,Five people wearing winter clothing  helmets  and ski goggles stand outside in the snow .,snow,0.8473831415176392
547,103205630.jpg,Two men are about to enter an ice fishing tent on a snow covered lake .,lake,0.4908286929130554
548,103205630.jpg,Two people standing outside a blue tent structure on a snowy surface .,snow,0.8581625819206238
549,103205630.jpg,two men setting up a blue ice fishing hut on an iced over lake,lake,0.5966571569442749
591,10350842.jpg,A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,lake,0.762626588344574
592,10350842.jpg,A man wearing a life jacket is in a small boat on a lake with a ferry in view .,lake,0.5904451608657837
636,104136873.jpg,Three people are on a hilltop overlooking a green valley .,mountain,0.3203000128269195
637,104136873.jpg,People sit on the mountainside and check out the view .,mountain,0.6564251184463501
638,104136873.jpg,Three people rest on a ledge above the moutains .,mountain,0.6061819195747375
639,104136873.jpg,Three people hang out on top of a big hill .,mountain,0.8480239510536194
728,1047921035.jpg,Two individuals  a male and a female  standing in a forested area around a tub .,forest,0.8312591910362244
729,1047921035.jpg,Two people  one man and one women in the woods putting something in a tub .,forest,0.7021119594573975
746,1048710776.jpg,a couple of several people sitting on a ledge overlooking the beach,beach,0.6402971744537354
747,1048710776.jpg,Several young people sitting on a rail above a crowded beach .,beach,0.6757018566131592
748,1048710776.jpg,A group of people sit on a wall at the beach .,beach,0.8131315112113953
749,1048710776.jpg,A group of teens sit on a wall by a beach .,beach,0.6797318458557129
750,1048710776.jpg,Crowd of people at the beach .,beach,0.7961577773094177
751,1049955899.jpg,A group of men and women are hiking through a dried up river bed littered with large rocks  which runs between two rocky walls in a dense green forest .,forest,0.7078519463539124
806,1053804096.jpg,a girl with pigtails is playing in the ocean by the beach .,beach,0.6218910217285156
867,1056873310.jpg,A brown dog is running after a black dog on a rocky shore .,beach,0.5909459590911865
870,1056873310.jpg,Two dogs playing on a beach .,beach,0.7180664539337158
881,1057251835.jpg,A white dog is running down a rocky beach .,beach,0.7269617915153503
882,1057251835.jpg,Light brown dog running along the beach .,beach,0.7185782194137573
883,1057251835.jpg,A light-colored dog runs on the beach .,beach,0.6977304220199585
884,1057251835.jpg,A small yellow dog runs on a beach,beach,0.6958546042442322
885,1057251835.jpg,A tan dog runs on a sandy beach .,beach,0.5059232115745544
896,10602072.jpg,Two young girls are playing in the forest ; the younger one is climbing a short tree and is about 2 feet off the ground .,forest,0.8863568902015686
926,1061887159.jpg,A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background .,beach,0.7705937623977661
927,1061887159.jpg,a beach with blue and red boats  with people on shore,beach,0.8656278848648071
928,1061887159.jpg,People are doing various activities on the beach .,beach,0.795667290687561
929,1061887159.jpg,people at beach looking for things in sand,beach,0.7780903577804565
930,1061887159.jpg,Many people walking on beach .,beach,0.6876537799835205
954,1063866640.jpg,A group of shirtless men are sitting in the shade on a tropical beach .,beach,0.8515022993087769
956,106490881.jpg,A young boy in swimming trunks is walking with his arms outstretched on the beach .,beach,0.8671669960021973
958,106490881.jpg,A boy in his blue swim shorts at the beach .,beach,0.8547102808952332
959,106490881.jpg,A boy smiles for the camera at a beach .,beach,0.8132902383804321
960,106490881.jpg,Children playing on the beach .,beach,0.763241171836853
961,106514190.jpg,A skier is overlooking the beautiful white snow covered landscape .,snow,0.8034524321556091
962,106514190.jpg,A hiker standing high on a bluff overlooking the mountains below .,mountain,0.5693415999412537
963,106514190.jpg,a person on ski 's looks from hill over snow covered landscape,snow,0.6257593035697937
964,106514190.jpg,A skier is overlooking a snow-covered mountain .,mountain,0.5057330131530762
965,106514190.jpg,A skier pauses on a mountaintop .,mountain,0.8761982917785645
977,1066252238.jpg,Three boys playing and biking with a pile of sand in the middle,sand,0.7967357635498047
1001,1067790824.jpg,A white and black dog and a brown dog in sandy terrain .,sand,0.8079790472984314
1002,1067790824.jpg,Two large dogs chasing each other at the beach .,beach,0.7936383485794067
1003,1067790824.jpg,The two large dogs are running through sand .,sand,0.6143184304237366
1004,1067790824.jpg,One dog is chasing another one on the beach .,beach,0.7142946720123291
1005,1067790824.jpg,A woolly dog chases a Doberman on a beach .,beach,0.7165875434875488
1011,106959209.jpg,A man in a black shirt is riding a mule trough the desert  with the sun shining in the background .,desert,0.806943953037262
1076,1075867198.jpg,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .,beach,0.7037254571914673
1077,1075867198.jpg,A man in shorts with two black dogs holds a ball throwing toy at the beach .,beach,0.8484053611755371
1078,1075867198.jpg,a man playing with two black dogs on the beach,beach,0.8593195080757141
1079,1075867198.jpg,Man at the beach with two dogs .,beach,0.7670286893844604
1080,1075867198.jpg,A man with two dogs on a beach,beach,0.7921759486198425
1133,1079742005.jpg,A woman leaning against a white cross looking at the ocean below .,sea,0.8336502313613892
1134,1079742005.jpg,Woman on a hill by a white cross overlooking a beach .,beach,0.723200261592865
1140,107985741.jpg,People gather in a grassy area near a lake .,lake,0.4661087989807129
1143,1080230428.jpg,A group of spectators watch a men 's sand volleyball game .,sand,0.4755201041698456
1144,1080230428.jpg,Volleyball players compete on a sunny day at the beach .,beach,0.8386731743812561
1145,1080230428.jpg,Men playing volleyball in the sand .,sand,0.5115867853164673
1146,108149945.jpg,Two men shoveling snow off a railroad track dressed in bright orange snowsuits .,snow,0.8371643424034119
1147,108149945.jpg,Two men in orange coveralls shovel snow off railroad tracks .,snow,0.6554794311523438
1148,108149945.jpg,Two men in hats and orange uniforms are shoveling snow .,snow,0.8540741205215454
1149,108149945.jpg,Men at work shoveling snow from a rail track .,snow,0.7593653798103333
1170,1082223338.jpg,A young woman sands down an old shelf .,sand,0.6774845719337463
1181,1082379191.jpg,A man and woman sitting on a deck next to a lake .,lake,0.8504778146743774
1253,108898978.jpg,Two skiers are sliding down a trail in the woods .,forest,0.7349446415901184
1254,108898978.jpg,Two men are skiing in the snow in a wooded area .,snow,0.7232921719551086
1255,108898978.jpg,Skiiers walking up the hill through a forest .,forest,0.7359994649887085
1256,108899015.jpg,A lone skier is making their way up a mountain .,mountain,0.713658332824707
1257,108899015.jpg,Skiiers at the top of a snow covered hill .,snow,0.7208091020584106
1258,108899015.jpg,Two people are on a snow-covered mountain .,mountain,0.4776338636875152
1259,108899015.jpg,Two people climbing up a snowy mountain .,mountain,0.5314172506332397
1260,108899015.jpg,Two hikers climbing a snowy hill .,snow,0.5398283004760742
1286,1089755335.jpg,A woman stands with children on a boardwalk at night overlooking the sea .,sea,0.7625798583030701
1291,109083036.jpg,Six males playing a game in the sand with wooden paddles .,sand,0.5243661999702454
1294,109083036.jpg,A crowd of boys play cricket in an open sand lot .,sand,0.4965875744819641
1295,109083036.jpg,children playing cricket in a dry desert area,desert,0.946565330028534
1306,109202756.jpg,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,mountain,0.3355630040168762
1308,109202756.jpg,A woman rides a horse near a frozen lake in the winter time .,lake,0.4646218717098236
1309,109202756.jpg,Woman n blue jacket sits on daft horse near a frozen lake .,lake,0.5557892918586731
1316,1092437557.jpg,Woman is enjoying herself being outdoors biking in a forrest preserve .,forest,0.8033742904663086
1318,1092437557.jpg,a smiling woman in a peach tank top stands holding a mountain bike,mountain,0.5270582437515259
1321,109260216.jpg,A person climbs a tall  flat mountain while holding onto a safety rope .,mountain,0.8014172911643982
1324,109260216.jpg,A person wearing a red vest climbs up a steep rock .,mountain,0.4683441519737243
1328,109260218.jpg,Three rock climbers are posing on big rocks .,mountain,0.3650143444538116
1331,1093716555.jpg,A group of hikers are resting on the ground in front of some mountains .,mountain,0.7323163151741028
1332,1093716555.jpg,Several hikers rest with their gear in front of a mountain .,mountain,0.923956036567688
1333,1093716555.jpg,The group of hikers is resting in front of a mountain .,mountain,0.8702138662338257
1334,1093716555.jpg,People camp with the mountains in the background .,mountain,0.7211937308311462
1356,1094462889.jpg,A brown dog plays in a deep pile of snow .,snow,0.8362401127815247
1357,1094462889.jpg,A tan dog stand in the snow and looks up .,snow,0.7703465819358826
1358,1094462889.jpg,A dog looking at the camera in snow .,snow,0.9040518403053284
1359,1094462889.jpg,The brown dog is out in the snow .,snow,0.8420817852020264
1360,1094462889.jpg,a dog runs through the snow .,snow,0.70207679271698
1403,10956999.jpg,Two men stand behind a grill near the ocean .,sea,0.7642196416854858
1404,10956999.jpg,Two men barbecuing at a beach .,beach,0.7819589972496033
1406,10957138.jpg,A girl in a floral bathing suit jumping on the beach in front of the waves .,beach,0.8027489185333252
1407,10957138.jpg,A little girl in a flower print bathing suit  jumping into the ocean .,sea,0.7119016051292419
1409,10957138.jpg,A young girl is jumping in the air at the beach .,beach,0.718140721321106
1410,10957138.jpg,A girl jumping into the ocean .,sea,0.7451668381690979
1412,1095980313.jpg,Little girl in blue swimsuit standing on a handrail near a beach .,beach,0.7919999957084656
1413,1095980313.jpg,The little girl in the blue bathing suit is posing at the beach .,beach,0.8591817617416382
1414,1095980313.jpg,A little girl with arms outstretched is posing at the beach .,beach,0.7793025374412537
1415,1095980313.jpg,A young girl walks on a railing in front of the beach .,beach,0.6313691139221191
1428,1096165011.jpg,A redheaded boy swimming underwater .,sea,0.7913818955421448
1429,1096165011.jpg,A small boy swimming underwater,sea,0.7933608889579773
1466,109741554.jpg,A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place .,snow,0.8051679730415344
1467,109741554.jpg,Two men cleaning snow from a roof  one 's in a lifter  while the other is actually on the roof .,snow,0.7421641945838928
1468,109741554.jpg,A man shoveling snow off the roof of a building .,snow,0.509324312210083
1469,109741554.jpg,Two people working on removing snow from a roof .,snow,0.7873106002807617
1470,109741554.jpg,Two men work to shovel snow from rooftops .,snow,0.7314955592155457
1501,1099034049.jpg,A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer .,beach,0.8200315237045288
1502,1099034049.jpg,A woman with dark hair wearing a bikini is sitting on a beach .,beach,0.8101162910461426
1503,1099034049.jpg,A young woman  sitting in the sand  has her eyes closed .,sand,0.4653080701828003
1504,1099034049.jpg,A woman on the beach getting hit with a blow up hammer .,beach,0.7690479159355164
1505,1099034049.jpg,A woman sitting on the beach closes her eyes .,beach,0.7311428189277649
1524,1100708949.jpg,Two girls are hugging in front of a tree and a hill .,mountain,0.5187755823135376
1573,1104087374.jpg,A boy and a girl holding hands while sitting on a shore .,beach,0.6723522543907166
1574,1104087374.jpg,A couple with sunglasses are laying on the beach .,beach,0.6862863302230835
1605,110595925.jpg,A man on a mountain bike is pedaling up a hill .,mountain,0.7092422842979431
1627,110647073.jpg,A group of workers in the desert  two with wheel barrels and two just standing around .,desert,0.8905268311500549
1686,110964272.jpg,A small child and an adult walk on the beach in front of ocean waves .,beach,0.6152315139770508
1687,110964272.jpg,An adult and a child walk along the beach during the day .,beach,0.736664354801178
1688,110964272.jpg,An adult and child walking along the beach on the sand .,sand,0.4918053448200226
1689,110964272.jpg,A woman and a child are walking on a beach .,beach,0.7366729974746704
1690,110964272.jpg,A man and a child walking down a beach .,beach,0.761982262134552
1713,111201721.jpg,Two young children are walking through a wooded area .,forest,0.7340875864028931
1716,1112212364.jpg,A toddler sitting on a pile of rocks holding a rock at a beach .,beach,0.9249470233917236
1731,11131022.jpg,Older man in a hat  yellow shirt and dress slacks playing in the sand with a young boy .,sand,0.5130927562713623
1732,11131022.jpg,a man wearing a hat and a small boy in a bathing suit playing in the sand .,sand,0.4788462817668915
1733,11131022.jpg,An older person and a small boy play in the sand near the water .,sand,0.6295297145843506
1734,11131022.jpg,A person in a hat is playing with a boy on a beach .,beach,0.7765787839889526
1735,11131022.jpg,A father is playing with his child in the sand .,sand,0.622915506362915
1756,111497985.jpg,The person has a striped shirt on and is holding on to a rope on a mountain .,mountain,0.887274980545044
1758,111497985.jpg,The person in the striped shirt is mountain climbing .,mountain,0.9464958906173706
1759,111497985.jpg,A woman in a striped shirt climbs up a mountain .,mountain,0.8587642908096313
1760,111497985.jpg,A young man climbs a rocky hill .,mountain,0.8011505007743835
1761,111537217.jpg,The young man with the white t-shirt and jeans is rappeling up the rock wall .,mountain,0.3048791587352752
1763,111537217.jpg,A man climbing the side of a cliff .,mountain,0.3194622695446014
1765,111537217.jpg,A man is rock climbing .,mountain,0.5946463942527771
1766,111537222.jpg,A climber wearing a blue helmet and headlamp is attached to a rope on the rock face .,mountain,0.4838380217552185
1767,111537222.jpg,Person with blue helmet and purple pants is rock climbing .,mountain,0.4337144196033478
1769,111537222.jpg,a rock climber climbs a large rock .,mountain,0.3433035612106323
1773,1115565519.jpg,A child playing with a fountain at the beach .,beach,0.8595476746559143
1776,1115679311.jpg,A black dog runs along the beach and jumps over a wood barrior .,beach,0.6492960453033447
1777,1115679311.jpg,a dog jumping over a small wall at a beach near the water .,beach,0.8415306806564331
1778,1115679311.jpg,A black dog is jumping over a log along a beach .,beach,0.8167465329170227
1779,1115679311.jpg,An animal is running on the beach .,beach,0.6699193120002747
1780,1115679311.jpg,A dog is running on the beach .,beach,0.7286120653152466
1801,1117972841.jpg,A brown dog is running in the sand .,sand,0.5232583284378052
1802,1117972841.jpg,A brown dog playing in the sand .,sand,0.4666653871536255
1803,1117972841.jpg,A dog running fast in the sand .,sand,0.4783298373222351
1804,1117972841.jpg,A brown dog plays at the beach .,beach,0.7148010730743408
1805,1117972841.jpg,A dog is standing in the sand .,sand,0.421505331993103
1818,1118557877.jpg,A young boy laughs while splashing in the ocean .,sea,0.7964796423912048
1881,112178718.jpg,Man is standing on white sand and holding a snowboard .,sand,0.4909401834011078
1882,112178718.jpg,A guy stands in the sand with a snowboard behind him .,sand,0.5108883380889893
1884,112178718.jpg,a man holds his snowboard in the sand .,sand,0.6886937022209167
1885,112178718.jpg,A man holds a surfboard on the beach .,beach,0.7103407979011536
1903,1122357785.jpg,Man and two children swimming in the lake .,lake,0.8961323499679565
1904,1122357785.jpg,A kid with floaters jumping into a lake .,lake,0.8155052065849304
1905,1122357785.jpg,A boy is jumping into a lake .,lake,0.8623360991477966
1916,1122579380.jpg,A woman wearing a long white t-shirt walking knee deep in the ocean .,sea,0.716156542301178
1917,1122579380.jpg,A boy in a dirty shirt is walking through knee-high ocean water .,sea,0.741541862487793
1918,1122579380.jpg,A boy in a white shirt walks in the ocean .,sea,0.7317678332328796
1919,1122579380.jpg,A boy walking in the surf on a beach .,beach,0.692703902721405
1934,1123486015.jpg,A person stands on a structure on the lake .,lake,0.8017236590385437
1955,112459543.jpg,Children are playing soccer on a rocky beach .,beach,0.8486349582672119
1956,112550433.jpg,A woman in an orange top and black sweatpants jumps up with her arms out in front of the ocean on the beach .,beach,0.6650734543800354
1957,112550433.jpg,A woman in an orange shirt is taking part in physical activity on the beach .,beach,0.7871766090393066
1959,112550433.jpg,A female works out near the ocean side .,sea,0.7690673470497131
1960,112550433.jpg,A pretty girl dancing on a beach .,beach,0.848703920841217
1993,1128874064.jpg,A young woman is making rugs in the rain forest,forest,0.8105257749557495
1998,112945950.jpg,A man and a woman sitting on a sea wall looking out on the water .,sea,0.8698189854621887
2014,1130295306.jpg,Boy in striped shirt looks at peaceful lake .,lake,0.9374229311943054
2041,1131155939.jpg,A black lav runs into the water on the beach  with swimmers in the distance and sea kelp in the foreground .,beach,0.7884452939033508
2044,1131155939.jpg,A black dog runs into the ocean next to a pile of seaweed .,sea,0.7973994016647339
2045,1131155939.jpg,A dog is running in the waves at the beach .,beach,0.704312801361084
2052,1131800850.jpg,A brown and white dog stands outside while it snows .,snow,0.7057541608810425
2111,113678030.jpg,A snowboarder sits on a slope with skiers and boarders nearby .,snow,0.6166979670524597
2112,113678030.jpg,Snowboarders sitting in the snow while skiers take the hill .,snow,0.62491375207901
2114,113678030.jpg,Two skiers stand  two sit on slopes .,mountain,0.4018307328224182
2208,1143815134.jpg,Two travelers at the edge of a cliff overlooking the mountains .,mountain,0.450789213180542
2242,1144885633.jpg,Three men stand near a large wooden cross overlooking a desert mountain .,mountain,0.7293530106544495
2381,1151321278.jpg,A little boy is standing on the beach with a blue bucket and a green shovel while looking at the water .,beach,0.7178471684455872
2383,1151321278.jpg,A young boy in swimming trunks holds a blue pail and a bright green shovel on a sandy beach .,beach,0.6898741722106934
2384,1151321278.jpg,A boy standing at the beach holding a blue pale and a green shovel .,beach,0.7143355011940002
2385,1151321278.jpg,A young boy looks at the ocean while holding a green shovel .,sea,0.7927449345588684
2388,1151466868.jpg,Girl running through the water near the shore .,beach,0.7031906843185425
2395,1152274630.jpg,Three hikers rest in the shade of a tree in the desert .,desert,0.9355128407478333
2434,1154080132.jpg,Three young boys are fishing at a lake .,lake,0.883558452129364
2456,115684808.jpg,Three people are standing in the snow preparing an ice fishing boat .,snow,0.6639567613601685
2458,115684808.jpg,Three people in the snow put their gear in order .,snow,0.7676006555557251
2471,1157855775.jpg,Three people are walking on a lake shore with houses on the other side .,lake,0.6538000106811523
2473,1157855775.jpg,People walking along a lake with houses in the distance .,lake,0.7860424518585205
2475,1157855775.jpg,Three people are standing near a lake .,lake,0.8845099210739136
2480,1158255688.jpg,A female swimmer in a blue cap swimming underwater .,sea,0.7430272698402405
2497,1159381599.jpg,A young adult is doing a back flip on a trampoline near a lake .,lake,0.7704237103462219
2498,1159381599.jpg,A woman is doing flips on a trampoline in front of a lake .,lake,0.8529326319694519
2499,1159381599.jpg,A woman does a somersault on a trampoline on the beach .,beach,0.828070878982544
2506,1159574340.jpg,A child jumping into a lake in a wooded area while another child plays on the shore .,lake,0.7640405893325806
2536,1160841776.jpg,The view from a overlook at the public beach .,beach,0.7581323981285095
2537,1160841776.jpg,Many people are at a shallow blue beach .,beach,0.5747237205505371
2538,1160841776.jpg,people enjoying a sunny day at the beach,beach,0.7954972386360168
2539,1160841776.jpg,Numerous people gathered at a beach .,beach,0.6661583185195923
2540,1160841776.jpg,A beach is full of many people .,beach,0.817136824131012
2581,116409198.jpg,A mountaineer sits in the snow in front of a yellow tent under clear blue sky .,mountain,0.7575048804283142
2582,116409198.jpg,Person wearing a hooded jacket sitting on snow in front of a yellow tent .,snow,0.9006168246269226
2583,116409198.jpg,Young man in hooded jacket sitting on snow in mountain area .,mountain,0.5324535369873047
2584,116409198.jpg,A man sitting near a tent in the snow and ice .,snow,0.7087178230285645
2585,116409198.jpg,A man eats near a tent in the snow .,snow,0.8891974687576294
2666,116862076.jpg,Woman with rolled up jeans throwing a frisbee on the beach .,beach,0.8617982864379883
2667,116862076.jpg,A woman is throwing a frisbee on the beach .,beach,0.7970201373100281
2668,116862076.jpg,A woman on the beach throwing a frisbee .,beach,0.8466537594795227
2669,116862076.jpg,A woman throwing a Frisbee on a beach .,beach,0.8177716732025146
2670,116862076.jpg,A woman is throwing a frisbee on the beach .,beach,0.7970201373100281
2686,1172514641.jpg,Two people are standing on the slopes of a mountain and they have a dog with them .,mountain,0.8451584577560425
2687,1172514641.jpg,A man  his little son and their dog going for a walk in the mountains .,mountain,0.7777240872383118
2696,1174525839.jpg,A girl in blue is jumping on the shore as small waves approach her .,beach,0.5421786904335022
2697,1174525839.jpg,A young  long-haired  girl on the beach  is jumping in the air .,beach,0.7604551315307617
2700,1174525839.jpg,The girls is jumping into the air on the beach .,beach,0.675345242023468
2714,1175268298.jpg,Young boy fences with a dummy in a wooded setting while others pass by .,forest,0.7468010187149048
2741,1179086155.jpg,A man  a woman and a little girl stand on the beach by the water 's edge dressed in formal attire suitable for a wedding .,beach,0.6438502669334412
2742,1179086155.jpg,Couple  man and woman  with little girl all of them dressed in wedding apparel while standing along shoreline .,beach,0.6423037052154541
2743,1179086155.jpg,A man  woman and little girl standing on the beach in dress clothing .,beach,0.6824449896812439
2744,1179086155.jpg,Formal dressed man  woman and child standing on a beach .,beach,0.7211136221885681
2745,1179086155.jpg,Family on beach looking at the ocean after a wedding .,beach,0.678601086139679
2821,1186603607.jpg,Eleven men and women in cotton shirts and denim pants walk uphill along a shaded forest trail .,forest,0.7566319704055786
2822,1186603607.jpg,A small group of people hikes through a forest during the day .,forest,0.8287484049797058
2823,1186603607.jpg,A group of people dressed casually are walking in the woods .,forest,0.8327208161354065
2824,1186603607.jpg,A group of people walking up a trail in a wooded area .,forest,0.8385707139968872
2825,1186603607.jpg,A group of people walking down a trail in the woods .,forest,0.881872296333313
2851,118717792.jpg,A festival is going on right outside a lake  with several drummers in red shirts and a man on stilts playing the drums .,lake,0.8241709470748901
2852,118717792.jpg,A group of people wearing red shirts and holding drums is being photographed at the boardwalk .,beach,0.6556527614593506
2877,1187993157.jpg,a young man looks at a book on the ground in a wooded area .,forest,0.7576019763946533
2878,1187993157.jpg,A boy and a girl doing something in the woods .,forest,0.903167486190796
2879,1187993157.jpg,A young boy plays outdoors in the woods .,forest,0.8247522711753845
2927,1190083977.jpg,One young boy sliding down a sandy hill on his stomach .,sand,0.8244293332099915
2928,1190083977.jpg,A boy in a red shirt sledding down a sand dune .,sand,0.566366970539093
2930,1190083977.jpg,A boy sledding down a sand hill .,sand,0.8667515516281128
2971,1193547352.jpg,Two climbers attempting to climb a steep  snow-covered peak  nearing the top  where two other climbers await them .,snow,0.5765084624290466
2972,1193547352.jpg,People equipped with hiking packs and walking sticks are climbing a snowy mountain .,mountain,0.5417045950889587
2974,1193547352.jpg,Two people climbing a snowy mountain against a clear blue sky .,mountain,0.5616108775138855
2975,1193547352.jpg,A group of climbers ascends a narrow  snowy mountain ridge .,mountain,0.5143005847930908
2981,1193746118.jpg,A family is standing on a stone bridge and watching the father jump off  there is a forest in the background .,forest,0.8230981230735779
3011,1196746186.jpg,A woman in a jacket walks on the beach in someone 's footprints while holding her shoes in her hands .,beach,0.7348253726959229
3012,1196746186.jpg,A person is walking along the beach  making footprints while holding their shoes .,beach,0.7693698406219482
3013,1196746186.jpg,A child hold green shoes is walking in the sand by the water .,sand,0.4787259399890899
3014,1196746186.jpg,A woman carrying shoes is walking barefoot on the beach .,beach,0.5757197737693787
3015,1196746186.jpg,A woman walks in the sand as she carries her shoes .,sand,0.6731039881706238
3051,1201218421.jpg,A young female is sitting in a chair on the beach  while reading a book with her feet in the sand .,beach,0.7339398860931396
3052,1201218421.jpg,A brunette woman is sitting in a blue folding chair and reading at the beach .,beach,0.80819171667099
3053,1201218421.jpg,An aerial view of a woman sitting in a blue chair on the beach .,beach,0.8455531597137451
3054,1201218421.jpg,A woman does not waste the nice day by reading on the beach .,beach,0.7257235050201416
3206,1215334959.jpg,A man  woman  girl  and boy sit on a concrete bench by a beach .,beach,0.7150431871414185
3207,1215334959.jpg,A family sits on a bench overlooking the beach .,beach,0.6283180117607117
3208,1215334959.jpg,Taking a break while vacationing at the beach,beach,0.5627049207687378
3209,1215334959.jpg,Family sitting on a bench near the beach .,beach,0.7447659373283386
3210,1215334959.jpg,A family sits on a bench near a beach .,beach,0.6833541393280029
3211,121551810.jpg,Two men  in the woods  cook something in a can over an open fire .,forest,0.7009276747703552
3218,121556607.jpg,Three men walking down a road surrounded by a forest .,forest,0.7356428503990173
3219,121556607.jpg,Three men are walking on a road in the mountains .,mountain,0.7044382691383362
3229,1215804065.jpg,A person soars in a parachute close to a beach .,beach,0.5487605929374695
3230,1215804065.jpg,A person is parasailing near a beach .,beach,0.6357922554016113
3236,121800200.jpg,Many people are climbing the mountain surrounded by pretty green trees .,mountain,0.8441406488418579
3237,121800200.jpg,A group of rock climbers climb a rock wall in a forest .,forest,0.9232651591300964
3238,121800200.jpg,A group of climbers begin up a sheer rock face .,mountain,0.5094292163848877
3240,121800200.jpg,The flat side of a large  rocky mountain .,mountain,0.8800435662269592
3253,121861208.jpg,Two young male hikers using a map and compass to find their direction in the woods .,forest,0.8355953097343445
3255,121861208.jpg,A woman and a man in a forest .,forest,0.9273767471313475
3276,122156386.jpg,People in black coats walk slowly through deep snow to approach a bridge in winter .,snow,0.7751201391220093
3277,122156386.jpg,A few people are walking through the snow to cross a bridge .,snow,0.7509542107582092
3278,122156386.jpg,A group of people walking through the snow near a bridge .,snow,0.81544429063797
3279,122156386.jpg,Group of people walking on the heavy snow .,snow,0.8400129675865173
3280,122156386.jpg,A family walks through thick snow .,snow,0.8888662457466125
3312,122301379.jpg,Two men are in the woods cutting down trees with a chainsaw .,forest,0.772026777267456
3313,122301379.jpg,Two men with a chainsaw fell trees in a leafless forest .,forest,0.8955085277557373
3314,122301379.jpg,Two men in the woods using a chainsaw to cut some trees .,forest,0.836268424987793
3315,122301379.jpg,Two men are standing in a forest with trees cut down .,forest,0.8708946108818054
3336,1224744193.jpg,A man and a woman are fishing on a small boat  in a lake surrounded by a bunch of trees .,lake,0.8443788886070251
3491,1235455146.jpg,An asian family is picnicking at the beach while others play in the water .,beach,0.8860663175582886
3492,1235455146.jpg,A family sits at the beach while swimmers can be seen in the background .,beach,0.8052563071250916
3493,1235455146.jpg,Two women  a man and a small child picnic on a busy beach .,beach,0.8412986993789673
